area,ga_placename
ceantair ghaeltachta,Garraí na Ceárta
ceantair ghaeltachta,An Garraí Rua
ceantair ghaeltachta,Garraí an Treasáin
ceantair ghaeltachta,Oileán Uí Ghairbhíth
ceantair ghaeltachta,Geabhróg
ceantair ghaeltachta,Geata Éamainn
ceantair ghaeltachta,Mhuimhnigh
ceantair ghaeltachta,An Glasoileán
ceantair ghaeltachta,Glaise na Caillí
ceantair ghaeltachta,Glais na Síobóg
ceantair ghaeltachta,Aill na nGlasóg
ceantair ghaeltachta,Carraigeacha
ceantair ghaeltachta,Ghleanneach
ceantair ghaeltachta,An Gleannachán
ceantair ghaeltachta,Loch Ghleann na Rod
ceantair ghaeltachta,Mór
ceantair ghaeltachta,Abhainn Ghleann
ceantair ghaeltachta,Chóchan
ceantair ghaeltachta,Abhainn Ghleann
ceantair ghaeltachta,Ghlaise
ceantair ghaeltachta,Loch Ghleann Mhac
ceantair ghaeltachta,Muirinn
ceantair ghaeltachta,Abhainn Ghleann
ceantair ghaeltachta,Eidhneach
ceantair ghaeltachta,Sruthán Ghleann
ceantair ghaeltachta,Eidhneach
ceantair ghaeltachta,Gleann Ghlaise
ceantair ghaeltachta,An Gleann Mór
ceantair ghaeltachta,Loch Fhada
ceantair ghaeltachta,Gleann Trasna
ceantair ghaeltachta,Carraigín na nGabhar
ceantair ghaeltachta,Uachtair
ceantair ghaeltachta,Oileán an Ghabhair
ceantair ghaeltachta,Oileáin na nGabhar
ceantair ghaeltachta,Gólam
ceantair ghaeltachta,Ceann Gólaim
ceantair ghaeltachta,Carraig Ghólaim
ceantair ghaeltachta,Bá Golden
ceantair ghaeltachta,Oileán Golden
ceantair ghaeltachta,Gort an Fhraoigh
ceantair ghaeltachta,Gort Charraig an
ceantair ghaeltachta,Phobail
ceantair ghaeltachta,Port na Feadóige
ceantair ghaeltachta,Gob an Ghoirtín
ceantair ghaeltachta,Goirtín na Carraige
ceantair ghaeltachta,An Gort Gearr
ceantair ghaeltachta,An Gort Mór
ceantair ghaeltachta,Gort na hEaglaise
ceantair ghaeltachta,Íochtair
ceantair ghaeltachta,Gort na Cille
ceantair ghaeltachta,Yard
ceantair ghaeltachta,Droichead Ghabhla
ceantair ghaeltachta,Beag
ceantair ghaeltachta,Abhainn Ghabhla
ceantair ghaeltachta,Beag
ceantair ghaeltachta,Cill na Seacht nIníon
ceantair ghaeltachta,Daughters
ceantair ghaeltachta,Dún Formna
ceantair ghaeltachta,An tOileán Mór
ceantair ghaeltachta,An Charraig Mhór
ceantair ghaeltachta,Cuan an Fhir Mhóir
ceantair ghaeltachta,An tOileán Glas
ceantair ghaeltachta,An tOileán Glas
ceantair ghaeltachta,An tOileán Glas
ceantair ghaeltachta,Oileán an Eanaigh
ceantair ghaeltachta,Glasoileán
ceantair ghaeltachta,An Charraig Ghlas
ceantair ghaeltachta,Carraig Oileán na
ceantair ghaeltachta,Craoibhe
ceantair ghaeltachta,Sunda Ghríora
ceantair ghaeltachta,An Charraig Liath
ceantair ghaeltachta,Oileán Uí Ghríofa
ceantair ghaeltachta,Carraig Uí Ghríofa
ceantair ghaeltachta,Carraig Uí Ghríofa
ceantair ghaeltachta,Oileán na Circe
ceantair ghaeltachta,Fraoigh
ceantair ghaeltachta,Gob na Gaoithe
ceantair ghaeltachta,Oileán an Fhraoigh
ceantair ghaeltachta,Ardán Mháire Báine
ceantair ghaeltachta,Oileán Ghabhar
ceantair ghaeltachta,Sheoirse
ceantair ghaeltachta,Oileán an Chuilinn
ceantair ghaeltachta,Oileán Cuileann
ceantair ghaeltachta,Oileán an Chuilinn
ceantair ghaeltachta,Tobar an Bhalláin
ceantair ghaeltachta,Theas
ceantair ghaeltachta,Poll an Chapaill
ceantair ghaeltachta,Pollahopple
ceantair ghaeltachta,Oileán na gCapall
ceantair ghaeltachta,Oileán na gCapall
ceantair ghaeltachta,Carraig an Chapaill
ceantair ghaeltachta,Carraig an Chapaill
ceantair ghaeltachta,Carraig an Chapaill
ceantair ghaeltachta,Thiar
ceantair ghaeltachta,An tOileán Mór
ceantair ghaeltachta,Oileán na Brice
ceantair ghaeltachta,Carraig Oileán na
ceantair ghaeltachta,Brice
ceantair ghaeltachta,Oileán na bPocaidí
ceantair ghaeltachta,Thoir
ceantair ghaeltachta,Oileán an Charnáin
ceantair ghaeltachta,Oileán an Chaisleáin
ceantair ghaeltachta,Oileán an Choirce
ceantair ghaeltachta,Oileán an Churraigh
ceantair ghaeltachta,Oileán Cruachnaite
ceantair ghaeltachta,Oileán an Chorráin
ceantair ghaeltachta,Rua
ceantair ghaeltachta,Oileán an Ghainimh
ceantair ghaeltachta,Ré Gamhna
ceantair ghaeltachta,Oileán na nGiúróg
ceantair ghaeltachta,Oileán an Arbhair
ceantair ghaeltachta,Oileán an Arbhair
ceantair ghaeltachta,Oileán na nDeor
ceantair ghaeltachta,Oileán an Iascaire
ceantair ghaeltachta,Oileán Ainnse
ceantair ghaeltachta,Theas
ceantair ghaeltachta,Oileán an Phocaide
ceantair ghaeltachta,An tOileán Ard
ceantair ghaeltachta,Oileán na Sionnach
ceantair ghaeltachta,Oileán na Sruth
ceantair ghaeltachta,Oileán na Tuí
ceantair ghaeltachta,Oileán an Tí Mhóir
ceantair ghaeltachta,Carraigeacha Oileán an
ceantair ghaeltachta,Tí Mhóir
ceantair ghaeltachta,Oileán an Bháite
ceantair ghaeltachta,An tOileán Bán
ceantair ghaeltachta,An tOileán Beag
ceantair ghaeltachta,An tOileán Beag
ceantair ghaeltachta,Oileán Dúrinn
ceantair ghaeltachta,Oileán Aodha
ceantair ghaeltachta,An tOileán Fada
ceantair ghaeltachta,Oileán na Faide
ceantair ghaeltachta,An tOileán Glas
ceantair ghaeltachta,An tOileán Glas
ceantair ghaeltachta,An tOileán Gorm
ceantair ghaeltachta,An tOileán Gorm
ceantair ghaeltachta,Oileán an Ghréasaí
ceantair ghaeltachta,Oileán Eidhneach
ceantair ghaeltachta,Oileán Uisce
ceantair ghaeltachta,An tOileán Mór
ceantair ghaeltachta,An tOileán Mór
ceantair ghaeltachta,An tOileán Mór
ceantair ghaeltachta,Oileán na Colaise
ceantair ghaeltachta,Oileán na hEilte
ceantair ghaeltachta,Oileán na mBan
ceantair ghaeltachta,Carraig Oileán na
ceantair ghaeltachta,mBan
ceantair ghaeltachta,Oileán na nÓrán
ceantair ghaeltachta,Oileán na nIonradh
ceantair ghaeltachta,Oileán na Scailpe
ceantair ghaeltachta,Oileán na Sceach
ceantair ghaeltachta,Oileán an Bháite
ceantair ghaeltachta,Oileán an Mhullaigh
ceantair ghaeltachta,Oileán Éamainn
ceantair ghaeltachta,Loch na hUilleann
ceantair ghaeltachta,Oileán Eidhneach
ceantair ghaeltachta,Beag
ceantair ghaeltachta,Cosán Eidhneach Beag
ceantair ghaeltachta,Carraig Eidhneach
ceantair ghaeltachta,Beag
ceantair ghaeltachta,Gob Inis an Ghainimh
ceantair ghaeltachta,Inis
ceantair ghaeltachta,Tanaí Inis Dáith Bhuí
ceantair ghaeltachta,Carraig Inis Múscraí
ceantair ghaeltachta,Inis Srathair Beag
ceantair ghaeltachta,Loch Inbhear Beag
ceantair ghaeltachta,Loch Inbhear Mór
ceantair ghaeltachta,Abhainn Inbhear Mór
ceantair ghaeltachta,Abhainn Inbhear Mór
ceantair ghaeltachta,Carraig an Iarainn
ceantair ghaeltachta,Carraig an Iarainn
ceantair ghaeltachta,Ulán na gCrosán
ceantair ghaeltachta,An Creachoileán Dubh
ceantair ghaeltachta,An Creachoileán Dubh
ceantair ghaeltachta,Oiléan Uí Ghríofa
ceantair ghaeltachta,Oileán Eachnais
ceantair ghaeltachta,Oileán Sheáin
ceantair ghaeltachta,Oileán Sheáin
ceantair ghaeltachta,Carraig Sheáin
ceantair ghaeltachta,Abhainn an tSeoighigh
ceantair ghaeltachta,Carraig an tSeoighigh
ceantair ghaeltachta,Carraig an tSeoighigh
ceantair ghaeltachta,Lochanna na Caothaí
ceantair ghaeltachta,Caológ na Bruíne
ceantair ghaeltachta,Caorán na Sonnach
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,Loch an Chaoráin
ceantair ghaeltachta,Theas
ceantair ghaeltachta,Caorán an Chosáin
ceantair ghaeltachta,Caorán Puiteacháin
ceantair ghaeltachta,Caorán an Tuairín
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,Caorán Chara Fionnla
ceantair ghaeltachta,An Caorán Dubh
ceantair ghaeltachta,An Caorán Dubh
ceantair ghaeltachta,An Caorán Dubh
ceantair ghaeltachta,Na Caoráin Dubha
ceantair ghaeltachta,Na Caoráin Dubha
ceantair ghaeltachta,Cnoc na gCaorán
ceantair ghaeltachta,Dubh
ceantair ghaeltachta,Loch na gCaorán Dubh
ceantair ghaeltachta,Cnocán na nGiorriacha
ceantair ghaeltachta,Theas
ceantair ghaeltachta,An Caorán Mór
ceantair ghaeltachta,Oileán na Meannán
ceantair ghaeltachta,Cuan Choigéil
ceantair ghaeltachta,Droichead Choigéil
ceantair ghaeltachta,ruins)
ceantair ghaeltachta,Cill Cheanainn
ceantair ghaeltachta,Cartún na Cille
ceantair ghaeltachta,Cill Charna
ceantair ghaeltachta,Cill Chomhla
ceantair ghaeltachta,Cuan Chill Chiaráin
ceantair ghaeltachta,Cora Chill Chiaráin
ceantair ghaeltachta,Cuan Chill Éinne
ceantair ghaeltachta,An Cillín Mór
ceantair ghaeltachta,Sruthán an Choilligh
ceantair ghaeltachta,Coilleach
ceantair ghaeltachta,Cill Eoin
ceantair ghaeltachta,Cill Rónáin
ceantair ghaeltachta,Cinn an Bhaile
ceantair ghaeltachta,Cinn an Bhaile
ceantair ghaeltachta,Íochtarach
ceantair ghaeltachta,Cinn an Bhaile
ceantair ghaeltachta,Uachtarach
ceantair ghaeltachta,Cinn ar Aghaidh
ceantair ghaeltachta,Carraigeacha Chionlaí
ceantair ghaeltachta,Cnoc an Phréacháin
ceantair ghaeltachta,Reilig an Chnoic
ceantair ghaeltachta,Oileán an Chnoic
ceantair ghaeltachta,Abhainn an Chnoic
ceantair ghaeltachta,Loch Chnoc an Locha
ceantair ghaeltachta,Droichead Chnoc an
ceantair ghaeltachta,Cnoc na Fosca
ceantair ghaeltachta,Cnoc na Corra
ceantair ghaeltachta,Cnoc an Gharráin
ceantair ghaeltachta,Yd.)
ceantair ghaeltachta,Cnoc an Tí
ceantair ghaeltachta,Loch Chnoc an Tí
ceantair ghaeltachta,Cnocán an Chait Thoir
ceantair ghaeltachta,Cnocán an Chait Thiar
ceantair ghaeltachta,Cnocán an Phatrúin
ceantair ghaeltachta,Cnocán an tSoiscéil
ceantair ghaeltachta,Cnocán Mhaicín
ceantair ghaeltachta,Cnocán an Bhodaigh
ceantair ghaeltachta,An Cnocán Glas
ceantair ghaeltachta,Cnocán na bPáistí
ceantair ghaeltachta,Infants Burial Ground
ceantair ghaeltachta,Cnocán na gCloch
ceantair ghaeltachta,Cnocán na Coille
ceantair ghaeltachta,Cnocán na Lao
ceantair ghaeltachta,Cnocán na Móna
ceantair ghaeltachta,An Baile Íochtair
ceantair ghaeltachta,Eighter
ceantair ghaeltachta,An Baile Thuas
ceantair ghaeltachta,Oughter
ceantair ghaeltachta,Sruthán Chnocán
ceantair ghaeltachta,Na Cnocáin Bhreaca
ceantair ghaeltachta,Carraig na
ceantair ghaeltachta,bhFreangach
ceantair ghaeltachta,Cnoc an Ghearrtha
ceantair ghaeltachta,Abhainn an Chnoic
ceantair ghaeltachta,Bháin
ceantair ghaeltachta,Cnoc Glinsce
ceantair ghaeltachta,Na Cnoic Bhreaca
ceantair ghaeltachta,Cnoc Carrach
ceantair ghaeltachta,Cnoc Dabhach
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,An Cnoc Íochtair
ceantair ghaeltachta,Cnoc Fionn
ceantair ghaeltachta,Cnoc Uí
ceantair ghaeltachta,Fhlaitheartaigh
ceantair ghaeltachta,Cnocán Gharraí na
ceantair ghaeltachta,Sceach
ceantair ghaeltachta,An Cnoc Garbh
ceantair ghaeltachta,Cnoc Raithní
ceantair ghaeltachta,Cnoc Leamhchoille
ceantair ghaeltachta,Beag
ceantair ghaeltachta,An Cnoc Láir
ceantair ghaeltachta,Cnoc Méile
ceantair ghaeltachta,An Cnoc Maol
ceantair ghaeltachta,Loch an Bhealaigh
ceantair ghaeltachta,Cnoc na Fuaiche
ceantair ghaeltachta,Cnoc an Mháma
ceantair ghaeltachta,Cnoc na hUilleann
ceantair ghaeltachta,Cnocán na Lao
ceantair ghaeltachta,Cnocán na Lao
ceantair ghaeltachta,Loch Chnoc na
ceantair ghaeltachta,Lough
ceantair ghaeltachta,Cnoc na Saileach
ceantair ghaeltachta,Cnoc na Saileog
ceantair ghaeltachta,Cnoc na Sceiche
ceantair ghaeltachta,Binn Charrach
ceantair ghaeltachta,Cnoc Sheanadh Mhach
ceantair ghaeltachta,Cnoc Shruthán an
ceantair ghaeltachta,Bheannaithe
ceantair ghaeltachta,Clochar an Bhroic
ceantair ghaeltachta,Eatharla Chinndeirge
ceantair ghaeltachta,Leaba Mhic na gCuan
ceantair ghaeltachta,An Leaca
ceantair ghaeltachta,Leac an Damhsa
ceantair ghaeltachta,Leaca Donna
ceantair ghaeltachta,Leac an Duilisc
ceantair ghaeltachta,Leic na Creathnaí
ceantair ghaeltachta,Leac na nÓinseach
ceantair ghaeltachta,Leac an tSeagail
ceantair ghaeltachta,Leic an Turlaigh
ceantair ghaeltachta,Leic na Ruaige
ceantair ghaeltachta,Leac Síonach
ceantair ghaeltachta,An Leachtán Glas
ceantair ghaeltachta,Leachta Bhearna
ceantair ghaeltachta,Leac na Gibeoige
ceantair ghaeltachta,Lannacha
ceantair ghaeltachta,An tOileán Mór
ceantair ghaeltachta,Baile an Lorgáin
ceantair ghaeltachta,Droichead
ceantair ghaeltachta,Leamhchoille
ceantair ghaeltachta,Abhainn Leamhchoille
ceantair ghaeltachta,Lána na gCaorán
ceantair ghaeltachta,Leaba Phádraig
ceantair ghaeltachta,Liathcharraig
ceantair ghaeltachta,Oileán an Duilliúir
ceantair ghaeltachta,Thoir
ceantair ghaeltachta,An Liathoileán
ceantair ghaeltachta,Uachtair
ceantair ghaeltachta,Carraig Mhór an
ceantair ghaeltachta,Leacáin
ceantair ghaeltachta,Carraig Risteaird Uí
ceantair ghaeltachta,Laoigh
ceantair ghaeltachta,Loch Leitheanach
ceantair ghaeltachta,Loch Rua
ceantair ghaeltachta,Carraig Líomáin
ceantair ghaeltachta,Leic an Churaigh
ceantair ghaeltachta,Leitir Cloch
ceantair ghaeltachta,Leic an Doichill
ceantair ghaeltachta,Loch Leitir Gungaid
ceantair ghaeltachta,Gungaid
ceantair ghaeltachta,Gob Leitir Móir
ceantair ghaeltachta,Carraig Leitir Móir
ceantair ghaeltachta,Leitir Naosc
ceantair ghaeltachta,Leic Uí Scanláin
ceantair ghaeltachta,Log na Brice
ceantair ghaeltachta,Cora na Líbeirtí
ceantair ghaeltachta,Sruthán na Líbeirtí
ceantair ghaeltachta,Cnoc na Gréine
ceantair ghaeltachta,Liabrás
ceantair ghaeltachta,Oileán na Tornóige
ceantair ghaeltachta,Carraig na mBairneach
ceantair ghaeltachta,Burial Ground)
ceantair ghaeltachta,An Lisín Ard
ceantair ghaeltachta,Thoir
ceantair ghaeltachta,Lisín na Cathrach
ceantair ghaeltachta,Cnoc Lios Uachtair
ceantair ghaeltachta,Láibinis
ceantair ghaeltachta,Loch na hAille
ceantair ghaeltachta,Loch Pháirc Uí
ceantair ghaeltachta,Fhlaitheartaigh
ceantair ghaeltachta,An Lochán
ceantair ghaeltachta,An Charraig Fhada
ceantair ghaeltachta,An Charraig Fhada
ceantair ghaeltachta,Na Lotaí
ceantair ghaeltachta,Loch an Chalaidh
ceantair ghaeltachta,Mhóir
ceantair ghaeltachta,Loch an Loigín Beag
ceantair ghaeltachta,Loch an Chaolaigh
ceantair ghaeltachta,Loch an Chlochair
ceantair ghaeltachta,Loch Conga
ceantair ghaeltachta,Loch Conaortha
ceantair ghaeltachta,Loch an Chriathraigh
ceantair ghaeltachta,Loch an Daimh
ceantair ghaeltachta,Loch an Doirín
ceantair ghaeltachta,Loch an Doirín
ceantair ghaeltachta,Loch an Dúigh
ceantair ghaeltachta,Loch an Dobhráin
ceantair ghaeltachta,Loch an Droichid
ceantair ghaeltachta,Loch an Phúir
ceantair ghaeltachta,Loch an Ghearraidh
ceantair ghaeltachta,Loch an Ghiolcaigh
ceantair ghaeltachta,Loch Ghleann Daimh
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,Loch an Chaoráin
ceantair ghaeltachta,Loichín na hAille
ceantair ghaeltachta,Loch na hAille Daraí
ceantair ghaeltachta,Loch an Chaoráin
ceantair ghaeltachta,Mhóir
ceantair ghaeltachta,Loch Aill an Duillúir
ceantair ghaeltachta,Loch an Leacáin
ceantair ghaeltachta,Loch an Lín
ceantair ghaeltachta,Loch an Loigín
ceantair ghaeltachta,Loch an tSeangharraí
ceantair ghaeltachta,Loch an Mhuirbhigh
ceantair ghaeltachta,Loch Leacrach
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,Loch an Pháiste
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,Loch an Phíobaire
ceantair ghaeltachta,Loch an Phúca
ceantair ghaeltachta,Loch ar Easair
ceantair ghaeltachta,Loch Cloichrigh
ceantair ghaeltachta,Loch na Liathróide
ceantair ghaeltachta,Loch Oiriúlach
ceantair ghaeltachta,Loch an Roisín
ceantair ghaeltachta,Loch Chloch an Staicín
ceantair ghaeltachta,Theas
ceantair ghaeltachta,Loch an tSáile
ceantair ghaeltachta,Loch an tSamhaidh
ceantair ghaeltachta,Beag
ceantair ghaeltachta,Loch an tSamhaidh
ceantair ghaeltachta,Mór
ceantair ghaeltachta,Loch na Tamhnaí
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,Loch an Taosca
ceantair ghaeltachta,Loch an Tairbh
ceantair ghaeltachta,Loch Fhada
ceantair ghaeltachta,Thiar
ceantair ghaeltachta,Loch an Tuairín
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,Loch an Phaiste
ceantair ghaeltachta,Loch an tSrutháin
ceantair ghaeltachta,Dheirg
ceantair ghaeltachta,Loch an Ghadaí
ceantair ghaeltachta,"Thuaidh, An Cheathrú"
ceantair ghaeltachta,Loch Achadh Bhuaile
ceantair ghaeltachta,Daimh
ceantair ghaeltachta,Loch an Bhaile
ceantair ghaeltachta,Loichín Phádraig
ceantair ghaeltachta,Éamainn
ceantair ghaeltachta,Loch an Bhalla
ceantair ghaeltachta,Loch an Bhuí
ceantair ghaeltachta,Loch Barr na hEasca
ceantair ghaeltachta,Na Lochanna Móra
ceantair ghaeltachta,Loch an Bhéaláin
ceantair ghaeltachta,Uachtair
ceantair ghaeltachta,An Loch Beag
ceantair ghaeltachta,An Loch Beag
ceantair ghaeltachta,An Loch Beag
ceantair ghaeltachta,An Loch Beag
ceantair ghaeltachta,An Loch Beag
ceantair ghaeltachta,An Loch Beag
ceantair ghaeltachta,An Loch Beag
ceantair ghaeltachta,Loch Beag an Eanaigh
ceantair ghaeltachta,Loichín an Ghleanna
ceantair ghaeltachta,Mhóir
ceantair ghaeltachta,Loch na bhFraochóg
ceantair ghaeltachta,Beag
ceantair ghaeltachta,Loch Beag Trosca na
ceantair ghaeltachta,Begtruskaunnagappul
ceantair ghaeltachta,Loch Bó Finne
ceantair ghaeltachta,Loch Buaile
ceantair ghaeltachta,Loch Bhantracha
ceantair ghaeltachta,Muiris
ceantair ghaeltachta,Loch Bran
ceantair ghaeltachta,Loch Bun na hEasca
ceantair ghaeltachta,Loch Cam
ceantair ghaeltachta,Loch Cam
ceantair ghaeltachta,Sliabh an Aonaigh
ceantair ghaeltachta,Loch na nOileán
ceantair ghaeltachta,Loch Cara Fionnla
ceantair ghaeltachta,Loch na Cora Dóite
ceantair ghaeltachta,Thuaidh
ceantair ghaeltachta,Loch Charraig Choill
ceantair ghaeltachta,an Bhalla
ceantair ghaeltachta,Loch Cheann an
ceantair ghaeltachta,Mhada
ceantair ghaeltachta,Loch na Coille
ceantair ghaeltachta,Loch an Roisín
ceantair ghaeltachta,Loch Chluais Ghiorria
ceantair ghaeltachta,Loch an Roisín
ceantair ghaeltachta,Loch Cloichrigh Beag
ceantair ghaeltachta,Loch Thulaigh an
ceantair ghaeltachta,Taoibh
ceantair ghaeltachta,Loch Coirib
ceantair ghaeltachta,Loch Criathraigh
ceantair ghaeltachta,Loch na Craoibhe
ceantair ghaeltachta,Loch na gCreagán
ceantair ghaeltachta,Loch Chnocán na Lao
ceantair ghaeltachta,Loch an Ghiolcaigh
ceantair ghaeltachta,South
ceantair ghaeltachta,Loch na Léime
ceantair ghaeltachta,Loch an Damba
ceantair ghaeltachta,Loch an Doirín
ceantair ghaeltachta,Derreenacummer
ceantair ghaeltachta,Loch Doirín an Iarla
ceantair ghaeltachta,Loch Bharr an
ceantair ghaeltachta,tSrutháin
ceantair ghaeltachta,Loch Doirín Darach
ceantair ghaeltachta,Loch Dhoire na Boithe
ceantair ghaeltachta,Loch Dúthulach
ceantair ghaeltachta,An Loch Dubh
ceantair ghaeltachta,An Loch Dubh
ceantair ghaeltachta,An Loch Dubh
ceantair ghaeltachta,Loch an Champa
ceantair ghaeltachta,An Loch Domhain
ceantair ghaeltachta,An Loch Dubh
ceantair ghaeltachta,Loch idir Dhá Loch
ceantair ghaeltachta,Loch idir Dhá Chnoc
ceantair ghaeltachta,Loch Barr an Ghoibín
ceantair ghaeltachta,Loch Eanach Fhuar
ceantair ghaeltachta,Loch an Óir
ceantair ghaeltachta,Loch na hAille Móire
ceantair ghaeltachta,An Loch Fhada
ceantair ghaeltachta,Loch Fada
ceantair ghaeltachta,Loch Fada
ceantair ghaeltachta,Loch Fhada
ceantair ghaeltachta,Loch Fada Crosáin
ceantair ghaeltachta,Loch Fada na gCnámh
ceantair ghaeltachta,Loch Fhada na
ceantair ghaeltachta,Fiddaunnavreaghlee
ceantair ghaeltachta,Loch Fhormaoil
ceantair ghaeltachta,Loch Ghleann an Fhir
ceantair ghaeltachta,Mhairbh
ceantair ghaeltachta,Loch an Ghleanna
ceantair ghaeltachta,Loch Uí Chadhain
ceantair ghaeltachta,Hawnaghaneekyne
ceantair ghaeltachta,Loch Shéamais Mhic
ceantair ghaeltachta,Hemushmaconry
ceantair ghaeltachta,Loch Shéamais Uí
ceantair ghaeltachta,Hemushyerraghty
ceantair ghaeltachta,Loch Thoirbirt
ceantair ghaeltachta,Loch an Iarainn
ceantair ghaeltachta,Loch an Oileáin
ceantair ghaeltachta,Loch Ghleann Trasna
ceantair ghaeltachta,Loch Eidhneach
ceantair ghaeltachta,Gleann Eidhneach
ceantair ghaeltachta,Loch Inse
ceantair ghaeltachta,Loch Inbhir
ceantair ghaeltachta,Loch Céim na Caillí
ceantair ghaeltachta,Loch an Chaoráin
ceantair ghaeltachta,Loch an Chaolaigh
ceantair ghaeltachta,An Loch Fhada
ceantair ghaeltachta,Loch an Chip
ceantair ghaeltachta,Cloiche
ceantair ghaeltachta,Loch an Chip
ceantair ghaeltachta,Aonaigh
ceantair ghaeltachta,Abhainn Loch an Chip
ceantair ghaeltachta,Loch Cait
ceantair ghaeltachta,Loch Chnocán an
ceantair ghaeltachta,Loch Chnocán an
ceantair ghaeltachta,Knockaunawaddy
ceantair ghaeltachta,Loch na Scinín
ceantair ghaeltachta,Loch Cnocán na
ceantair ghaeltachta,gCapall
ceantair ghaeltachta,Loch na mBantracha
ceantair ghaeltachta,Loch Tana
ceantair ghaeltachta,Loch Lónáin
ceantair ghaeltachta,Loch Measca
ceantair ghaeltachta,Loch na Meannán
ceantair ghaeltachta,An Loch Mór
ceantair ghaeltachta,Loch Mhór Mháire
ceantair ghaeltachta,Leitir Fir
ceantair ghaeltachta,Loch na bhFraochóg
ceantair ghaeltachta,Morenavreaghoge
ceantair ghaeltachta,Loch na Buaile Bige
ceantair ghaeltachta,Loch na mBóithríní
ceantair ghaeltachta,Loch na Brocaí
ceantair ghaeltachta,Loch na Brocaí
ceantair ghaeltachta,Bunnow Lough
ceantair ghaeltachta,Loch na mBruach
ceantair ghaeltachta,"Uachtair, Both"
ceantair ghaeltachta,Loch na Calgaí
ceantair ghaeltachta,Loch na nÁthanna Buí
ceantair ghaeltachta,Loch na Calgaí
ceantair ghaeltachta,Loch an Chlaí
ceantair ghaeltachta,Loch na Cloiche Báine
ceantair ghaeltachta,Loch na Craoibhe
ceantair ghaeltachta,Loch na gCreagán
ceantair ghaeltachta,Loch na Croiminne
ceantair ghaeltachta,Thiar
ceantair ghaeltachta,Loch na Dúlocha
ceantair ghaeltachta,Loch na Faiche
ceantair ghaeltachta,Loch na Faiche
ceantair ghaeltachta,Loch na Feannóige
ceantair ghaeltachta,Loch Tan
ceantair ghaeltachta,Loch Tan
ceantair ghaeltachta,Loch na Fuaiche
ceantair ghaeltachta,Loch na bhFreangach
ceantair ghaeltachta,Loch na Foirnéise
