placename,sentence,model
Carraig an Óig,Téann daoine go minic go Carraig an Óig chun seilg a dhéanamh.,claude-3-haiku-20240307
Sháile,Bíonn siamsaíocht bhríomhar le cloisteáil i Sháile gach oíche.,claude-3-haiku-20240307
Carraig an Ime,Tógfar halla spóirt nua i gCarraig an Ime an bhliain seo chugainn.,claude-3-haiku-20240307
Carraig an Phíobaire,Tá crónán na gcearc ag Carraig an Phíobaire ar feadh an lae.,claude-3-haiku-20240307
Carraig na nGarrántaí,Tá sé i gceist ag an údarás áitiúil forbairt nua tithíochta a thógáil i gCarraig na nGarrántaí.,claude-3-haiku-20240307
Carraig an Aibhnín,Tá cuid mhór ealaíontóirí áitiúla ag obair i gCarraig an Aibhnín.,claude-3-haiku-20240307
Carraig an Bhaile,Ceiliúrfar Féile na Bealtaine go bliantúil i gCarraig an Bhaile.,claude-3-haiku-20240307
Carraig an Mhogaill,Déanann muintir Charraig an Mhogaill ceiliúradh mór ar lá an bhaile gach bliain.,claude-3-haiku-20240307
Carraig an Bhalláin,Tá imeachtaí chultúrtha ar siúl i gCarraig an Bhalláin gach Satharn.,claude-3-haiku-20240307
Carraig Bhéal na,Tá oibreacha tógála ag dul ar aghaidh i gCarraig Bhéal na i láthair na huaire.,claude-3-haiku-20240307
hAbhann,Beidh feirmeoireacht shaothraithe ar siúl ar hAbhann an bhliain seo chugainn.,claude-3-haiku-20240307
Carraig an Mhatail,Caithfidh muid stopadh i gCarraig an Mhatail ar an mbealach abhaile.,claude-3-haiku-20240307
Carraig Eilte Thoir,Bíonn daoine ag spaisteoireacht thart ar Charraig Eilte Thoir ar maidin.,claude-3-haiku-20240307
Carraig Eilte Thuaidh,Cuirtear Féile na Samhna ar siúl i gCarraig Eilte Thuaidh gach bliain.,claude-3-haiku-20240307
Carraig Éamainn Mhic,Rachaidh muid ag bádóireacht ar Charraig Éamainn Mhic an chéad lá eile.,claude-3-haiku-20240307
An Charraig Fhada,Déanfaidh an pobal iarracht chun An Charraig Fhada a chosaint ó dhamáiste.,claude-3-haiku-20240307
Carraig Bhéal Nua,Buailfidh muid linn cairde i gCarraig Bhéal Nua an deireadh seachtaine seo.,claude-3-haiku-20240307
Carraig Eilte,Chuaigh mé ag spaisteoireacht i gCarraig Eilte le déanaí.,claude-3-haiku-20240307
An Charraig Bhuí,Mairfidh oireachtas bliantúil i gCearnóg na Carraige Buí ar feadh seachtaine.,claude-3-haiku-20240307
Carraig Oileán na,Tá sé beartaithe tionscadal nua teicneolaíochta a thosú i gCarraig Oileán na.,claude-3-haiku-20240307
Carraig Éamainn Rua,Caitheann muid lá iontach ag spaisteoireacht timpeall Carraig Éamainn Rua.,claude-3-haiku-20240307
Carraig Iacób,Ceiliúrann muintir Charraig Iacób lá an bhaile go háitiúil gach bliain.,claude-3-haiku-20240307
An Charraig Leathan,Tá an-chuid turais eagraithe chuig An Charraig Leathan i rith an tsamhraidh.,claude-3-haiku-20240307
Scailpe,Déanfaidh muid picnic i Scailpe an samhradh seo.,claude-3-haiku-20240307
Carraig Chloiche Báite,Tugtar cuairteanna Seachtaine na Gaeilge ar Charraig Chloiche Báite gach bliain.,claude-3-haiku-20240307
An Charraig Liath,Tógtar fóntais nua i gCaisleán Aircín go minic.,claude-3-haiku-20240307
An Charraig Láir,Bíonn cóiriú déanta ar Charraig Láir gach bliain.,claude-3-haiku-20240307
Carraig Marian,Cuirtear taispeántais ealaíne ar siúl i gCarraig Marian go rialta.,claude-3-haiku-20240307
Carraig Mháirtín,Beidh ceolchoirm thraidisiúnta ar siúl i gCarraig Mháirtín an Cháisc seo chugainn.,claude-3-haiku-20240307
Carraig na bPortán,Tá an baile i gCarraig na bPortán fíorálainn.,claude-3-haiku-20240307
Carraig na nGabhar,Maireann daoine áitiúla i gCarraig na nGabhar ó ghlúin go glúin.,claude-3-haiku-20240307
An Charraig Mhór,Eagraíonn siad ceolchoirmeacha áille in An Charraig Mhór gach samhradh.,claude-3-haiku-20240307
Rocks,Téann daltaí ó gach cearn den tír chun caitheamh aimsire a dhéanamh sna Rocks.,claude-3-haiku-20240307
Carraig na bPiseog,Rachaimid go Carraig na bPiseog chun súil a chaitheamh ar an damhsa traidisiúnta.,claude-3-haiku-20240307
Carraig na Leac Mhór,Tógfar ionad spóirt nua i gCarraig na Leac Mhór an bhliain seo chugainn.,claude-3-haiku-20240307
Carraig na Leac Bheag,Tógann siad clipiní deasa báid i gCarraig na Leac Bheag i rith an tsamhraidh.,claude-3-haiku-20240307
Carraig an Logáin,Déanann na cónaitheoirí i gCarraig an Logáin iarracht mhór chun an comhshaol a chosaint.,claude-3-haiku-20240307
Carraig na hAille Buí,Tá sé i gCaisleán Aircín anois ag tabhairt cuairte ar a chairde.,claude-3-haiku-20240307
Carraige Meacain,Rachaidh mé go Carraige Meacain le mo chairde an samhradh seo.,claude-3-haiku-20240307
Mullán na mBod Gorm,Tá an ceoil traidisiúnta Gaelach an-cháiliúil i Mullán na mBod Gorm.,claude-3-haiku-20240307
Carraig na Loinge,Tá roinnt bháid iascaireachta ag teacht isteach i gCarraig na Loinge le déanaí.,claude-3-haiku-20240307
Carraig na nÉan,Thaitin an dea-shampla de na héin ann i gCarraig na nÉan liom go mór.,claude-3-haiku-20240307
Carraig na Murtharnaí,Tá gníomhaíochtaí díomhaoine ar siúl ar Charraig na Murtharnaí sa samhradh.,claude-3-haiku-20240307
Carraig na Sruth,Bíonn feirmeoirí ag díol a gcuid táirgí i Carraig na Sruth gach Satharn.,claude-3-haiku-20240307
Carraig na mBan,Bíonn ceolchoirmeacha breátha ag Carraig na mBan i rith an tsamhraidh.,claude-3-haiku-20240307
Carraig an tSnámha,Sroichfidh muid Carraig an tSnámha go luath.,claude-3-haiku-20240307
or Bullaunabawd,Bíonn rásaí na gCapall ar siúl i mBullaunabawd gach samhradh.,claude-3-haiku-20240307
Carraigeacha Charraig,Reáchtáiltear féilte cheoil thraidisiúnta sna Carraigeacha Charraig gach samhradh.,claude-3-haiku-20240307
Carraig Fhuathach,Tá pobal áitiúil ag iarraidh an áilleacht dhaonlathach a chosaint i gCarraig Fhuathach.,claude-3-haiku-20240307
an Ime,Ceannóidh muid an t-im is fearr i siopa an Ime.,claude-3-haiku-20240307
Carraig an Ime,Tá sí ag gabháil sléibhe go rialta in Carraig an Ime.,claude-3-haiku-20240307
Carraig Dhuáin,Ceannófar talamh nua le forbairt chónaithe i gCarraig Dhuáin an bhliain seo chugainn.,claude-3-haiku-20240307
Carraig Bhriste,Rachaidh mé go Carraig Bhriste chun siúlóid a dhéanamh.,claude-3-haiku-20240307
Carraig Sín,Tá an chéad fhéile bhliantúil ar siúl i gCarraig Sín an samhradh seo.,claude-3-haiku-20240307
Carraig an Bhrutha,Beidh imeachtaí Nollag ar siúl i gCarraig an Bhrutha i mbliana.,claude-3-haiku-20240307
Dhónaill,Ghlac siad páirt i gcluichí traidisiúnta i nDhónaill le linn an fhéile.,claude-3-haiku-20240307
Carraig an Mhiú,Dúnfar roinnt bóithre ar feadh tréimhse i gCarraig an Mhiú chun oibreacha a dhéanamh.,claude-3-haiku-20240307
Carraig Liam Uí,Tá crainn nua á gcur i gCarraig Liam Uí faoi láthair.,claude-3-haiku-20240307
Carraig Ruairí,Bíonn ceoltóirí traidisiúnta ag seinm i gCarraig Ruairí ag Oíche Shamhna.,claude-3-haiku-20240307
Mhóta,Bíonn ceol traidisiúnta le cloisteáil i Mhóta ag oícheanta samhraidh.,claude-3-haiku-20240307
An Charraig Mhór,Bhí an pobal ag ceiliúradh an fhéile bliantúla i An Charraig Mhór.,claude-3-haiku-20240307
Carraig Ruaidí,Ceiliúrann muintir Carraig Ruaidí a gcultúr traidisiúnta gach Lá Fhéile Pádraig.,claude-3-haiku-20240307
Mhuimhneacháin,Bíonn roinnt mhaith eachtraí cultúrtha ar siúl i Mhuimhneacháin gach bliain.,claude-3-haiku-20240307
Carraig Mhór Aill an,Rachfaimid ag spaisteoireacht ar Charraig Mhór Aill an samhradh seo chugainn.,claude-3-haiku-20240307
Carraigín na Buinní,Baintear úsáid as acmhainní nádúrtha Charraigín na Buinní chun fuinneamh in-athnuaite a ghiniúint.,claude-3-haiku-20240307
Carraig Uí,Ceiliúrann muintir Carraig Uí gach ócáid speisialta leis an gceoil traidisiúnta.,claude-3-haiku-20240307
Carraigín na Muc,Chuaigh mé go Carraigín na Muc leis an teaghlach le déanaí.,claude-3-haiku-20240307
Carraigín na Sceiche,Chuaigh mé ag siúl tríd Charraigín na Sceiche ar maidin.,claude-3-haiku-20240307
An Carraigín,Cuireann siad taispeántais ealaíne ar siúl san Carraigín go rialta.,claude-3-haiku-20240307
Uachtair,Taitnítear le cách imeachtaí cultúrtha a bheith ar siúl in Uachtair.,claude-3-haiku-20240307
Carraigín Leamhaigh,Tá an ceantar timpeall Carraigín Leamhaigh an-álainn le féachaint air.,claude-3-haiku-20240307
Ceathrú an Chaisleáin,Cuireann muintir Cheathrú an Chaisleáin fáilte mhór roimh chuairteoirí gach samhradh.,claude-3-haiku-20240307
An Cheathrú Chaol,Bíonn líon mór turasóirí ag caitheamh laethanta saoire in An Cheathrú Chaol le linn an tsamhraidh.,claude-3-haiku-20240307
An Charraig Fhada,Chuaigh mé ag siúl ar feadh na trá i dtreo An Charraig Fhada.,claude-3-haiku-20240307
An Cartúr Caol,Scríobhfar leabhar nua faoi stair an Chartúir Chaol an bhliain seo chugainn.,claude-3-haiku-20240307
Ceathrú an Locha,Imíonn siad ag siopadóireacht i gCeathrú an Locha ag an deireadh seachtaine.,claude-3-haiku-20240307
Arlamáin,Déanfar athchóiriú mór ar Arlamáin an bhliain seo chugainn.,claude-3-haiku-20240307
Ceathrú Droim,Tá an scoil nua le hoscailt i gCeathrú Droim an bhliain seo chugainn.,claude-3-haiku-20240307
Ceathrú an Phoillín,Tá cúrsaí Gaeilge á reáchtáil i gCeathrú an Phoillín i rith an tsamhraidh.,claude-3-haiku-20240307
Cuan Chaisín,Rachfaidh muid go Cuan Chaisín ar thuras báid ar an lá breá.,claude-3-haiku-20240307
Droichead Chasla,Déanfar feabhsúcháin ar Dhroichead Chasla an samhradh seo chugainn.,claude-3-haiku-20240307
An Caisleán,Taistealann siad go dtí An Caisleán gach lá.,claude-3-haiku-20240307
Bay,Caithfidh mé dul go dtí an Bay chun bricfeasta a cheannach.,claude-3-haiku-20240307
Cuan Chasla,Déanann muintir Chuain Chasla ceiliúradh mór ar lá an bhaile gach bliain.,claude-3-haiku-20240307
Casla,Céimníonn siad ag Casla gach oíche Shathairn.,claude-3-haiku-20240307
Caisleán Uí Bhriain,Caitheann muintir Chaisleán Uí Bhriain lá an-taitneamhach ag an bhfarraige gach samhradh.,claude-3-haiku-20240307
Cora Chasla,Cuirfear taispeántais ealaíne ar siúl i gCora Chasla an mhí seo chugainn.,claude-3-haiku-20240307
Cora an Chaisleáin,Thógfar árasáin nua i gCora an Chaisleáin an bhliain seo chugainn.,claude-3-haiku-20240307
Loch an Charra,Tabharfar cuairt ar Loch an Charra ag an deireadh seachtaine.,claude-3-haiku-20240307
Caisleán na Circe,Bíonn ceol traidisiúnta le cloisteáil i gCaisleán na Circe gach samhradh.,claude-3-haiku-20240307
Reilig an Chaisleáin,Tá iarracht á déanamh chun an seandálaíocht a chosaint i Reilig an Chaisleáin.,claude-3-haiku-20240307
Caiseal an Ime,Fáilteoidh muintir Chaiseal an Ime roimh na cuairteoirí i rith na bliana.,claude-3-haiku-20240307
An Chéibh Nua,Rachaimid go dtí An Chéibh Nua chun ár gcuid éisc a dhíol.,claude-3-haiku-20240307
Cló Droma,Caithfimid cónaí a fháil i gCló Droma le haghaidh an tsamhraidh.,claude-3-haiku-20240307
Claí Dearg,Rachaidh siad go Claí Dearg ar saoire an samhradh seo.,claude-3-haiku-20240307
Carraig na Cáise,Bíonn margaí bríomhara ar siúl i gCarraig na Cáise i rith an tsamhraidh.,claude-3-haiku-20240307
An Coirnéal,Tugann daoine cuairt ar An Coirnéal go minic le haghaidh sráidbhailte ceardaíochta.,claude-3-haiku-20240307
Claonoileán,Tá athruithe móra á ndéanamh ar Chlánoileán faoi láthair.,claude-3-haiku-20240307
Clochán na Carraige,Cuirfear tionscadal athchóirithe i gceann Clochán na Carraige an bhliain seo chugainn.,claude-3-haiku-20240307
Oileán an Teampaill,Tá an chéad aistriú uile-Oileán an Teampaill ar siúl an samhradh seo.,claude-3-haiku-20240307
Clochán,Déanann mic léinn a lán taighde ar stair Chlochain.,claude-3-haiku-20240307
Na Clocha Buí,Tá na Clocha Buí ag mealladh go leor turasóirí chucu gach samhradh.,claude-3-haiku-20240307
Cloch an Fhaoileáin,Bíonn turais scoile go Cloch an Fhaoileáin gach bliain.,claude-3-haiku-20240307
Clochán Éinne,Tá gach oifig agus siopaí dúnta i gClochán Éinne faoi láthair.,claude-3-haiku-20240307
Clochán an Mhealláin,Chuaigh mé go minic go Clochán an Mhealláin ag an samhradh le déanaí.,claude-3-haiku-20240307
Cloch an Róin,Bíonn turas tráthnóna ar siúl chuig Cloch an Róin gach Satharn.,claude-3-haiku-20240307
An Clochán,Tá ag scéal álainn ag teacht ó An Clochán le blianta.,claude-3-haiku-20240307
Droichead an,Tá an Droichead an fós á thógáil ag oibrithe an cheantair.,claude-3-haiku-20240307
An Clochar,Bíonn an chlann ag dul go dtí An Clochar le haghaidh buaileadh le cairde.,claude-3-haiku-20240307
Oileán Chloch an,Tá sé beartaithe ardán nua taispeántais a oscailt in Oileán Chloch an an samhradh seo.,claude-3-haiku-20240307
Clochar an Spiacáin,Tógadh teach nua i gClochar an Spiacáin an bhliain seo caite.,claude-3-haiku-20240307
Chlocháin,Téann gach éinne go Chlocháin ar laethanta saoire.,claude-3-haiku-20240307
An Clochar Beag,Cónaíonn daoine áitiúla i gClochar Beag ó ghlúin go glúin.,claude-3-haiku-20240307
Clochar an Bhranda,Chuaigh muid go Clochar an Bhranda chun staidéar a dhéanamh ar an stair áitiúil.,claude-3-haiku-20240307
Clochar an Bhranda,Bíonn bia agus deoch traidisiúnta ar fáil i gClochar an Bhranda i rith na bhféilte.,claude-3-haiku-20240307
Theas,Beidh an baile ag fás go tapa i dTeas sna blianta amach romhainn.,claude-3-haiku-20240307
Cloichrinn,Beidh Lá Oscailte ar siúl i gCloichrinn an mhí seo chugainn.,claude-3-haiku-20240307
An Loch Buí,Tá an-imeachtaí spóirt ar siúl ar An Loch Buí gach samhradh.,claude-3-haiku-20240307
Loch Chlochar Cheann,Bíonn daoine ag siúl timpeall Loch Chlochar Cheann gach deireadh seachtaine.,claude-3-haiku-20240307
an Locha,Beidh muid ag campáil ag an Locha an samhradh seo chugainn.,claude-3-haiku-20240307
Cnoc na nIníonacha,Bhíodh na hinínrocha ag rince ag Cnoc na nIníonacha le linn na bhféilte.,claude-3-haiku-20240307
An Chloch Scoilte,Cuireann daoine go minic grianghraif de An Chloch Scoilte ar na meáin shóisialta.,claude-3-haiku-20240307
An Clochbhaile,Bíonn rincí traidisiúnta ar siúl in An Clochbhaile ag an Nollaig.,claude-3-haiku-20240307
An Chloch Mhaol,Tógfar scoil nua i gCnoc An Chloich Mhaoil an bhliain seo chugainn.,claude-3-haiku-20240307
Caisleán Chluain Bú,Déanfaidh siad athchóiriú ar Chaisleán Chluain Bú an samhradh seo chugainn.,claude-3-haiku-20240307
Droichead Chluain,Tabharfar faoi athchóiriú a dhéanamh ar Droichead Chluain i mbliana.,claude-3-haiku-20240307
tSoipín,Bím ag siúl go minic tríd an tSoipín le mo chara.,claude-3-haiku-20240307
Loch Chúil na Ceártan,Tá tithe álainn le feiceáil timpeall Loch Chúil na Ceártan.,claude-3-haiku-20240307
Abhainn Bhaile Uí,Rachaidh mé ag siopadóireacht i mBaile Uí Abhainn amárach.,claude-3-haiku-20240307
Cladach an tSiúite,Caitheann muintir Chladach an tSiúite a gcuid ama ar an trá.,claude-3-haiku-20240307
Carraig Chluain Brón,Tógadh an Caisleán Aircín ag an tréimhse seo céad bliain ó shin.,claude-3-haiku-20240307
Sruthán an Chlaí Bháin,Tugann daoine cuairt ar Shruthán an Chlaí Bháin chun dul ag iascaireacht.,claude-3-haiku-20240307
Comhad,Ceiliúrtar ócáidí cultúrtha in Comhad go rialta.,claude-3-haiku-20240307
Ghairbh,Tá sé beartaithe ag an údarás áitiúil cuid den bhóthar a chur i dtreo Ghairbh.,claude-3-haiku-20240307
Oileán an Chartha,Bíonn suaimhneas agus ciúnas ar Oileán an Chartha i rith na bliana.,claude-3-haiku-20240307
Cuan Chladhnach,Tá cuid mhór turasóirí ag teacht go Cuan Chladhnach ar laethanta saoire.,claude-3-haiku-20240307
Oileán na bhFraochóg,Léifear dánta as Gaeilge do lucht an phobail in Oileán na bhFraochóg an tsamhraidh seo.,claude-3-haiku-20240307
Ghairbh Thoir,Maireann muid i nGhairbh Thoir le blianta.,claude-3-haiku-20240307
Carraig an Oileáin,Tá oireachtas bliantúil ar siúl i gCarraig an Oileáin le blianta beaga anuas.,claude-3-haiku-20240307
Carraig an Oileáin,Tá sé beartaithe teach saoire a thógáil ar Charraig an Oileáin sa bhliain amach romhainn.,claude-3-haiku-20240307
An Cuan Caol,Caitheann na hiascairí a gcuid ama ag iascaireacht in An Cuan Caol.,claude-3-haiku-20240307
Theas,Éiríonn grian an lae i dTHEAS an oileáin.,claude-3-haiku-20240307
An Codú,Bíonn cónaí ar go leor daoine in An Codú le blianta fada.,claude-3-haiku-20240307
Carraig an Gharda,Tá Garda i gcarraig an Gharda gach lá.,claude-3-haiku-20240307
Cuan na Scolba,Cuireann muintir Chuan na Scolba fáilte mhór roimh chuairteoirí gach samhradh.,claude-3-haiku-20240307
Loch Chualainn,Buaileann an t-iascaire a líonta i Loch Chualainn gach tráthnóna.,claude-3-haiku-20240307
Cuan an Mhuilinn,Tá sé beartaithe imeachtaí spóirt a reáchtáil i gCuan an Mhuilinn an bhliain seo chugainn.,claude-3-haiku-20240307
An Chúltrá,Oireann An Chúltrá go maith do sheoláil agus do shurf.,claude-3-haiku-20240307
Corcóg,Tógadh árasáin nua i gCorcóg le blianta beaga anuas.,claude-3-haiku-20240307
An Trá Bheag,"Tar éis dóibh an oiread sin ama a chaitheamh ar an trá, bhain muintir an Trá Bheig an-taitneamh as an lá álainn sin.",claude-3-haiku-20240307
Leckavrea Mountain,Raghaidh mé ag dreapadh ar Leckavrea Mountain an samhradh seo chugainn.,claude-3-haiku-20240307
Íochtair,Ceannaíonn cuid mhaith daoine teach i nÍochtair le blianta beaga anuas.,claude-3-haiku-20240307
An Corrthuar,Tá cónaí ar mhuintir na háite i gCorrthuar le fada.,claude-3-haiku-20240307
An Córa,Bíonn an-daoine ag siúl timpeall An Córa ar an deireadh seachtaine.,claude-3-haiku-20240307
An Charcair,Bíonn na príosúnaigh ag obair sa ghairdín i gCarcair na Gaillimhe.,claude-3-haiku-20240307
Carraigeacha Chorcaí,Tá taiscéalaíocht iontach ar fáil i gCarraigeacha Chorcaí.,claude-3-haiku-20240307
Carraig na gCailleach,Ceiliúrtar ócáidí traidisiúnta ag Carraig na gCailleach ar feadh an tsamhraidh.,claude-3-haiku-20240307
Dubh,Bíonn daoine ag dul ag siúlóid timpeall Dubh gach deireadh seachtaine.,claude-3-haiku-20240307
Cor na dTráchta,Tiocfaidh go leor cuairteoirí go Cor na dTráchta i rith an tsamhraidh.,claude-3-haiku-20240307
Tobar Cormaic,Bíonn an-tóir ar Thobar Cormaic i rith an tsamhraidh.,claude-3-haiku-20240307
Tulach na Reilige,Eagraíonn pobal Tulach na Reilige rásaí capall gach Lá Fhéile Bríde.,claude-3-haiku-20240307
Oileán an Choirce,Eagraíonn muintir Oileán an Choirce ceiliúradh mór gach Lá Fhéile Pádraig.,claude-3-haiku-20240307
Móna,Bíonn roinnt imeachtaí cultúrtha ar siúl i Móna gach samhradh.,claude-3-haiku-20240307
Abhainn Chorr na,Tá sé beartaithe scéim nua tithíochta a fhorbairt in Abhainn Chorr na an bhliain seo chugainn.,claude-3-haiku-20240307
Log an Choire Bhig,Rachaimid ag spaisteoireacht i Log an Choire Bhig ag deireadh na seachtaine.,claude-3-haiku-20240307
Cora na Céibhe,Oireann Cora na Céibhe go maith do longa beaga iascaireachta.,claude-3-haiku-20240307
Lochanna Chora Chinn,Buaileann na turasóirí Lochanna Chora Chinn ar a dturas thart ar an gceantar.,claude-3-haiku-20240307
Dumhaigh Léireabháin,Cónaíonn formhór na ndaoine i nDumhaigh Léireabháin.,claude-3-haiku-20240307
Corrghleann,Éiríonn pobal Chorrghleann go luath gach maidin chun an talamh a shaothrú.,claude-3-haiku-20240307
Abhainn Chora,Bíonn siad ag siopadóireacht ar Abhainn Chora gach deireadh seachtaine.,claude-3-haiku-20240307
Cnoic,Rachfaimid ar thuras allamuigh go Cnoic an samhradh seo chugainn.,claude-3-haiku-20240307
